Ordem,ID,Nome,WhatsApp,Email,UF,Cidade,Segmento,Orcamento,Prazo,Score,Status,Motivos_resumo,Motor_score,Modelo_score,Probabilidade_qualificado,Score_calculado_em
265,da35a75b-32a1-416d-ba6b-49b40cc26050,Rodrigo Santana 0340,5562994680878,lead.demo.1771182196015.0340@exemplo.com,GO,Goiania,EQUIPAMENTOS,5k-20k,30d,27,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,10.6%,2026-02-15T19:03:15.582Z
266,e2c8992b-4ba8-4b0f-bd59-66a691518708,Patricia Mendes 0087,-,lead.demo.1771182195700.0087@exemplo.com,GO,Jatai,CAVALOS,5k-20k,30d,31,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,8.5%,2026-02-15T19:03:15.582Z
267,575ecefa-a7f3-4290-86ca-a66b3ded645f,Mariana Fernandes 0277,5562914484066,lead.demo.1771182195939.0277@exemplo.com,GO,Aparecida de Goiania,EVENTOS,20k-60k,7d,27,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,31.8%,2026-02-15T19:03:15.582Z
268,4112d516-e613-421b-a5b8-3699434d1e48,Felipe Carvalho 0234,5531986282089,-,MG,Uberlandia,CAVALOS,0-5k,90d,28,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,21.3%,2026-02-15T19:03:15.582Z
269,8d4b0156-bef7-46f4-b1df-5ed92a107764,Aline Fernandes 0358,5511952830055,lead.demo.1771182196037.0358@exemplo.com,SP,Sao Paulo,EVENTOS,0-5k,7d,23,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,27.9%,2026-02-15T19:03:15.582Z
270,61f59c9b-9558-4d90-80c5-aab3e6bdd819,Diego Fernandes 0326,5562949981262,lead.demo.1771182195998.0326@exemplo.com,GO,Aparecida de Goiania,EQUIPAMENTOS,5k-20k,30d,85,QUALIFICADO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,85.2%,2026-02-15T19:03:15.582Z
271,36a9a67d-e6f4-4ce6-aff5-2f824bbfa9df,Vanessa Rocha 0315,5562964595154,lead.demo.1771182195985.0315@exemplo.com,GO,Anapolis,EVENTOS,0-5k,7d,55,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,48.8%,2026-02-15T19:03:15.582Z
272,214b50be-edc8-4a31-9e2b-fa04e3c335d9,Gustavo Mendes 0287,-,lead.demo.1771182195950.0287@exemplo.com,GO,Rio Verde,EVENTOS,20k-60k,30d,58,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,35.6%,2026-02-15T19:03:15.582Z
273,d2e6b378-237d-4ede-b7a2-30025e4a8566,Andre Almeida 0423,5511957258336,-,SP,Sao Paulo,EVENTOS,20k-60k,30d,44,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,32.7%,2026-02-15T19:03:15.582Z
274,72bf38dd-63b3-4422-9835-20b7b78721b6,Renata Teixeira 0214,5562969698648,lead.demo.1771182195864.0214@exemplo.com,GO,Anapolis,SERVICOS,5k-20k,7d,35,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,14.6%,2026-02-15T19:03:15.582Z
275,182ca1ee-33de-4a47-9cb5-bab588410989,Rafael Teixeira 0118,5531960557154,-,MG,Contagem,SERVICOS,0-5k,30d,21,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,19.3%,2026-02-15T19:03:15.582Z
276,5d45ab3c-5b11-4d78-b574-6d7d18fc23fb,Bianca Gomes 0152,5562948962074,-,GO,Jatai,CAVALOS,20k-60k,7d,59,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,50.5%,2026-02-15T19:03:15.582Z
277,447641a0-3e48-4e17-aa07-053b00bbfdbf,Andre Mendes 0012,5511980235246,-,SP,Campinas,EVENTOS,20k-60k,90d,24,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,32.1%,2026-02-15T19:03:15.582Z
278,5e222909-1bfd-4aa0-80c4-ffa3ca19ea4f,Rodrigo Freitas 0112,-,-,GO,Anapolis,SERVICOS,0-5k,30d,22,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,11.8%,2026-02-15T19:03:15.582Z
279,3b9ac29c-894b-4f73-b2be-e42cd50b46e6,Patricia Almeida 0403,-,lead.demo.1771182196083.0403@exemplo.com,SP,Campinas,CAVALOS,5k-20k,30d,85,QUALIFICADO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,79.5%,2026-02-15T19:03:15.582Z
280,0453da94-5645-44de-a782-c00a4c880049,Camila Mendes 0086,5562966238373,lead.demo.1771182195698.0086@exemplo.com,GO,Jatai,EQUIPAMENTOS,0-5k,7d,69,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,39.6%,2026-02-15T19:03:15.582Z
281,d02e19ea-ad7c-4a17-9de4-f43f50ff8453,Andre Fernandes 0032,5531965362149,lead.demo.1771182195629.0032@exemplo.com,MG,Contagem,EVENTOS,5k-20k,7d,62,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,57.5%,2026-02-15T19:03:15.582Z
282,89aaa3c9-223e-4364-83fe-3bb117a8d558,Juliana Ribeiro 0193,5531945097833,-,MG,Belo Horizonte,EQUIPAMENTOS,0-5k,30d,22,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,7.8%,2026-02-15T19:03:15.582Z
283,97b49c93-34c3-44d5-b21e-de77abd2146e,Patricia Moraes 0009,5511965197331,lead.demo.1771182195597.0009@exemplo.com,SP,Sao Jose dos Campos,SERVICOS,0-5k,90d,86,ENVIADO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: ENVIADO,synthetic_seed,seed_generator_v1,87.0%,2026-02-15T19:03:15.582Z
284,568aaf11-be74-4cda-be46-0592695ab26b,Bianca Almeida 0213,-,lead.demo.1771182195862.0213@exemplo.com,SP,Sorocaba,EVENTOS,5k-20k,30d,53,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,41.1%,2026-02-15T19:03:15.582Z
285,33690a0a-f89b-40ef-acda-680d7476bbcf,Patricia Barros 0057,5531952117491,-,MG,Montes Claros,SERVICOS,60k+,90d,32,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,33.4%,2026-02-15T19:03:15.582Z
286,1be63bb6-6a9a-4814-acd6-7a0141e8bfbd,Bruno Azevedo 0242,5511949011149,lead.demo.1771182195897.0242@exemplo.com,SP,Sao Paulo,EVENTOS,60k+,7d,18,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,7.3%,2026-02-15T19:03:15.582Z
287,4455b192-1b41-425a-bb03-6f1b1be5aed6,Rafael Ribeiro 0334,-,lead.demo.1771182196008.0334@exemplo.com,GO,Anapolis,EVENTOS,20k-60k,90d,69,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,36.2%,2026-02-15T19:03:15.582Z
288,a746e3fa-edb9-456b-8422-667845b5c911,Felipe Melo 0328,5562952682417,lead.demo.1771182196001.0328@exemplo.com,GO,Aparecida de Goiania,CAVALOS,60k+,90d,67,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,42.9%,2026-02-15T19:03:15.582Z
289,cef46c23-0702-4598-be7a-c242ac7acff5,Bianca Pires 0305,5511953026565,lead.demo.1771182195972.0305@exemplo.com,SP,Campinas,EQUIPAMENTOS,60k+,30d,65,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,64.4%,2026-02-15T19:03:15.582Z
290,9b6819fc-9128-471b-8b8a-6e9e3d2b550c,Juliana Santana 0405,5511916123298,-,SP,Sao Jose dos Campos,EQUIPAMENTOS,0-5k,30d,38,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,19.1%,2026-02-15T19:03:15.582Z
291,4b2f5e78-0475-4916-9d85-af6ff83de350,Felipe Moraes 0168,5531991276518,lead.demo.1771182195801.0168@exemplo.com,MG,Contagem,SERVICOS,0-5k,7d,58,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,61.9%,2026-02-15T19:03:15.582Z
292,31dbb9ff-0360-448d-ae4e-7609e133db18,Camila Moraes 0025,5562976288339,-,GO,Goiania,EQUIPAMENTOS,0-5k,7d,70,QUALIFICADO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,78.8%,2026-02-15T19:03:15.582Z
293,4334d06e-f53b-40eb-b8d3-6cebcb8f6fe4,Bruno Ribeiro 0450,5511990082992,lead.demo.1771182196137.0450@exemplo.com,SP,Sao Paulo,EQUIPAMENTOS,20k-60k,30d,37,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,29.2%,2026-02-15T19:03:15.582Z
294,1c783d9e-c9b5-42de-a371-f2f3f2aff821,Lucas Moraes 0148,5531935485806,-,MG,Belo Horizonte,EVENTOS,0-5k,30d,83,QUALIFICADO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,77.5%,2026-02-15T19:03:15.582Z
295,acde924a-a4d2-447e-9f51-1c03eeed6a1e,Eduardo Santana 0313,5531930663649,lead.demo.1771182195984.0313@exemplo.com,MG,Juiz de Fora,CAVALOS,5k-20k,7d,37,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,27.4%,2026-02-15T19:03:15.582Z
296,359b81ec-b033-4c47-902c-51d67597923e,Rafael Costa 0021,-,lead.demo.1771182195614.0021@exemplo.com,MG,Juiz de Fora,SERVICOS,20k-60k,30d,27,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,29.6%,2026-02-15T19:03:15.582Z
297,b12f704b-fcb5-4510-902d-b4a0c5cc2b75,Bianca Pires 0030,5531955117671,lead.demo.1771182195628.0030@exemplo.com,MG,Uberlandia,EQUIPAMENTOS,20k-60k,7d,32,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,22.9%,2026-02-15T19:03:15.582Z
298,14893cc3-2de1-4252-b167-03b73577f3dd,Larissa Leite 0123,5562939599207,-,GO,Jatai,EQUIPAMENTOS,20k-60k,90d,70,QUALIFICADO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,86.7%,2026-02-15T19:03:15.582Z
299,df52ab50-d036-4de9-bef2-c398af64f6b6,Aline Costa 0291,5562921906203,-,GO,Rio Verde,EVENTOS,20k-60k,90d,28,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,23.2%,2026-02-15T19:03:15.582Z
300,d6998dc7-3d79-4a76-9917-9bfc583ec502,Bianca Moraes 0198,5562948492362,lead.demo.1771182195843.0198@exemplo.com,GO,Anapolis,EQUIPAMENTOS,0-5k,30d,69,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,38.9%,2026-02-15T19:03:15.582Z
301,366a2f33-a98c-45e4-af82-498eb7274737,Vanessa Freitas 0329,5511985237059,lead.demo.1771182196002.0329@exemplo.com,SP,Sao Jose dos Campos,EQUIPAMENTOS,20k-60k,7d,22,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,29.9%,2026-02-15T19:03:15.582Z
302,a484c6af-f02a-4509-a2b1-53a7f1647db4,Juliana Almeida 0010,5562934723518,lead.demo.1771182195599.0010@exemplo.com,GO,Rio Verde,EQUIPAMENTOS,60k+,90d,33,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,18.9%,2026-02-15T19:03:15.582Z
303,06bb22a2-691a-4daa-ab61-012be1456c7d,Gustavo Santana 0447,5531944009755,lead.demo.1771182196132.0447@exemplo.com,MG,Juiz de Fora,CAVALOS,0-5k,90d,68,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,36.9%,2026-02-15T19:03:15.582Z
304,f430f387-01e3-481f-96f9-3cb7f8c50356,Gustavo Moraes 0002,5531918832489,lead.demo.1771182195587.0002@exemplo.com,MG,Montes Claros,CAVALOS,20k-60k,30d,38,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,21.8%,2026-02-15T19:03:15.582Z
305,f6050dd9-e15c-453f-a543-0361345e77f2,Thiago Gomes 0336,5511969167979,-,SP,Sao Jose dos Campos,EQUIPAMENTOS,20k-60k,90d,57,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,42.5%,2026-02-15T19:03:15.582Z
306,4269dc88-18a6-4b21-b07b-c9f4ac7aa890,Renata Martins 0219,5562915242357,lead.demo.1771182195870.0219@exemplo.com,GO,Aparecida de Goiania,SERVICOS,5k-20k,7d,39,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,11.2%,2026-02-15T19:03:15.582Z
307,a55298ab-882e-442b-97f3-fe694a4afe3d,Mariana Moraes 0298,-,lead.demo.1771182195966.0298@exemplo.com,GO,Anapolis,SERVICOS,20k-60k,90d,24,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,33.5%,2026-02-15T19:03:15.582Z
308,95a1ae70-0d3e-4614-9cdb-f2ad9111523c,Eduardo Teixeira 0407,5511950619064,lead.demo.1771182196088.0407@exemplo.com,SP,Sorocaba,EVENTOS,5k-20k,30d,53,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,54.4%,2026-02-15T19:03:15.582Z
309,8451b934-f32b-4b25-b533-1701c8cac893,Camila Melo 0380,5531946754064,lead.demo.1771182196057.0380@exemplo.com,MG,Juiz de Fora,EQUIPAMENTOS,5k-20k,30d,88,QUALIFICADO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,74.0%,2026-02-15T19:03:15.582Z
310,41fe1fa5-3063-4293-b437-2a170833a136,Larissa Martins 0415,5511981411431,lead.demo.1771182196097.0415@exemplo.com,SP,Sao Paulo,EVENTOS,60k+,7d,40,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,8.0%,2026-02-15T19:03:15.582Z
311,57130d52-9be0-4749-af20-09fe34efcfc0,Gustavo Teixeira 0160,-,-,GO,Rio Verde,EQUIPAMENTOS,60k+,7d,64,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,52.9%,2026-02-15T19:03:15.582Z
312,7d8e6f2c-d122-42ee-8575-f7247d167fe2,Gustavo Freitas 0016,5562910389996,lead.demo.1771182195607.0016@exemplo.com,GO,Goiania,SERVICOS,20k-60k,30d,29,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,11.7%,2026-02-15T19:03:15.582Z
313,7d54cca2-78ae-4553-b559-ef8d837cf740,Eduardo Duarte 0155,5511957235532,lead.demo.1771182195787.0155@exemplo.com,SP,Sorocaba,CAVALOS,0-5k,30d,72,QUALIFICADO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,80.1%,2026-02-15T19:03:15.582Z
314,d7dff1f8-5f78-482e-b648-6843bc9830f5,Eduardo Costa 0354,-,lead.demo.1771182196034.0354@exemplo.com,SP,Sao Jose dos Campos,CAVALOS,5k-20k,7d,18,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,30.2%,2026-02-15T19:03:15.582Z
315,f9de8353-9364-4c4a-baa2-987eea27ff04,Aline Ribeiro 0375,5562992320748,lead.demo.1771182196052.0375@exemplo.com,GO,Goiania,SERVICOS,20k-60k,7d,25,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,27.0%,2026-02-15T19:03:15.582Z
316,55e28616-8aff-4292-b4b6-9d02448e523d,Larissa Melo 0068,5511941811099,lead.demo.1771182195676.0068@exemplo.com,SP,Sao Paulo,CAVALOS,20k-60k,30d,61,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,46.5%,2026-02-15T19:03:15.582Z
317,c358cd8f-583b-4187-ab39-972a9c81958b,Mariana Azevedo 0272,5562910323711,lead.demo.1771182195933.0272@exemplo.com,GO,Goiania,EQUIPAMENTOS,0-5k,30d,75,QUALIFICADO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,74.9%,2026-02-15T19:03:15.582Z
318,f62d52c3-5de9-46d1-b4e3-4433e42c65b1,Juliana Rocha 0431,5511950322651,lead.demo.1771182196113.0431@exemplo.com,SP,Sorocaba,EVENTOS,0-5k,90d,42,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,12.0%,2026-02-15T19:03:15.582Z
319,755f01dc-109c-4ba7-b4a6-21817a07ca70,Rodrigo Pires 0055,5562914612538,-,GO,Rio Verde,EVENTOS,20k-60k,7d,39,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,16.9%,2026-02-15T19:03:15.582Z
320,9f9e48d8-31e2-4386-acb6-f7a5a88d306a,Camila Nogueira 0070,5562999695525,lead.demo.1771182195678.0070@exemplo.com,GO,Anapolis,CAVALOS,20k-60k,30d,45,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,36.2%,2026-02-15T19:03:15.582Z
321,1e2f1832-42ad-4104-92a2-17931fc1178d,Mariana Azevedo 0003,-,lead.demo.1771182195588.0003@exemplo.com,GO,Goiania,EVENTOS,0-5k,30d,59,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,39.0%,2026-02-15T19:03:15.582Z
322,db3feb52-4919-41dd-a9e9-ff0d49cbb8ba,Lucas Freitas 0273,5531991876876,lead.demo.1771182195935.0273@exemplo.com,MG,Uberlandia,EVENTOS,60k+,90d,30,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,25.6%,2026-02-15T19:03:15.582Z
323,906a3281-bd47-43ba-b27a-1941602d6e56,Thiago Nogueira 0046,5531935256442,lead.demo.1771182195646.0046@exemplo.com,MG,Juiz de Fora,SERVICOS,20k-60k,90d,95,ENVIADO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: ENVIADO,synthetic_seed,seed_generator_v1,95.3%,2026-02-15T19:03:15.582Z
324,575d9d4e-b2cc-4af6-bdb5-25326d9a9352,Rafael Leite 0262,5511970978442,lead.demo.1771182195924.0262@exemplo.com,SP,Sao Jose dos Campos,EQUIPAMENTOS,5k-20k,30d,19,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,14.7%,2026-02-15T19:03:15.582Z
325,3a23c4a6-b626-4319-9e4b-a3384202a4fe,Camila Teixeira 0312,5562940495598,lead.demo.1771182195982.0312@exemplo.com,GO,Goiania,CAVALOS,5k-20k,30d,71,QUALIFICADO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,84.5%,2026-02-15T19:03:15.582Z
326,52932d67-8fe6-4bcf-b223-2e75ce4fc26e,Gustavo Santana 0098,5531931933432,lead.demo.1771182195714.0098@exemplo.com,MG,Juiz de Fora,CAVALOS,20k-60k,30d,68,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,36.1%,2026-02-15T19:03:15.582Z
327,cd884bff-d121-4a94-9299-6b8bedabe229,Eduardo Moraes 0320,5531964410762,lead.demo.1771182195992.0320@exemplo.com,MG,Juiz de Fora,SERVICOS,60k+,90d,44,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,26.3%,2026-02-15T19:03:15.582Z
328,4041c3f8-77ed-409b-8496-7bced1f89d06,Felipe Azevedo 0260,5531969591774,lead.demo.1771182195919.0260@exemplo.com,MG,Belo Horizonte,CAVALOS,5k-20k,30d,25,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,28.8%,2026-02-15T19:03:15.582Z
329,8fb14dbd-116f-4043-aaa6-96fdf92dbb77,Lucas Costa 0154,-,lead.demo.1771182195786.0154@exemplo.com,MG,Montes Claros,SERVICOS,5k-20k,7d,42,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,7.5%,2026-02-15T19:03:15.582Z
330,48335e8e-835f-43e2-9eea-60dd461ef3a0,Rodrigo Teixeira 0171,5531952093683,lead.demo.1771182195806.0171@exemplo.com,MG,Juiz de Fora,CAVALOS,0-5k,30d,32,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,23.0%,2026-02-15T19:03:15.582Z
331,a2fa534c-b96d-4fe7-97a3-9cbae83c7880,Vanessa Azevedo 0106,5531934930481,lead.demo.1771182195724.0106@exemplo.com,MG,Contagem,EQUIPAMENTOS,60k+,90d,63,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,42.3%,2026-02-15T19:03:15.582Z
332,92f005e0-b65d-4dfc-8f9e-290961af995e,Rodrigo Santana 0092,5562911221113,lead.demo.1771182195708.0092@exemplo.com,GO,Jatai,CAVALOS,60k+,7d,56,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,54.4%,2026-02-15T19:03:15.582Z
